Satellite Name,Culmination Time (UTC),Altitude (km)
DMSP 5D-3 F16 (USA 172),2025-01-08 06:41:27,915.794768619304
QIANFAN-40,2025-01-08 08:51:48,912.7505891860026
TIANQI 35,2025-01-08 06:33:48,912.0981135665805
YAOGAN-16 01A,2025-01-08 07:40:44,911.3244069481747
EAGLET-I,2025-01-08 08:35:23,910.5348936681736
TIANQI 36,2025-01-08 06:37:24,909.4215182135608
IRIDIUM 128,2025-01-08 08:23:38,908.912913660958
TIANQI 34,2025-01-08 06:42:31,905.7975254468153
YAOGAN-16 01C,2025-01-08 07:40:32,905.1722597786488
TIANQI 33,2025-01-08 06:44:44,903.8022454738463
SENTINEL-1A,2025-01-08 06:32:25,903.1389724471355
CS2,2025-01-08 08:54:08,902.5483198141766
QIANFAN-44,2025-01-08 08:54:29,901.4127124094001
LYNK TOWER 3,2025-01-08 08:42:03,901.1842760615659
COSMOS 2506,2025-01-08 08:28:48,900.9502586329759
TIANHUI 6A,2025-01-08 06:09:20,898.2245298072037
GRUS-1D,2025-01-08 08:33:19,897.6786012729267
TIANHUI 6B,2025-01-08 06:09:17,896.8921734804146
NEXTSAT-1,2025-01-08 08:24:27,896.3095029023252
IONOSFERA-M 2,2025-01-08 07:16:19,892.1127114689535
QIANFAN-48,2025-01-08 08:54:17,891.2047397960969
SHIYAN 20B (SY-20B),2025-01-08 06:58:32,891.0430654813008
HUANJING 1B (HJ-1B),2025-01-08 06:24:12,890.5802115710703
UMKA 1 (RS40S),2025-01-08 08:27:56,890.3586697544791
YAOGAN-16 01B,2025-01-08 07:45:27,889.7699267327232
IRIDIUM 117,2025-01-08 06:19:57,889.1793914243899
SHIJIAN-6 02B (SJ-6 02B),2025-01-08 07:51:26,884.7795643104713
GAOFEN-3 03,2025-01-08 06:30:52,881.0876614700795
SJ-11-02,2025-01-08 08:43:14,870.461045885017
YAOGAN-33 01,2025-01-08 08:29:08,870.265787540265
ESEO,2025-01-08 08:19:39,865.5352741476299
QIANFAN-54,2025-01-08 08:58:41,864.6024669939096
CARTOSAT-2A,2025-01-08 08:49:34,864.0506391109443
YUNHAI-3 01,2025-01-08 06:10:30,862.0647701246239
2024-052A,2025-01-08 08:13:19,859.1006238511194
SITRO-AIS 9 (SHCHUKIN),2025-01-08 08:39:37,856.3953228496266
KUWAITSAT-1,2025-01-08 08:57:52,853.5083434444078
MALLIGYONG-1,2025-01-08 08:14:46,853.1529320656258
SHIYAN 20A (SY-20A),2025-01-08 06:50:30,851.4434170428633
CUBEL,2025-01-08 08:14:50,850.2075098026813
YUNHAI-1 04,2025-01-08 07:37:11,848.928682614245
YUNHAI-2 02,2025-01-08 07:38:10,847.1829685578883
DMSP 5D-3 F17 (USA 191),2025-01-08 06:17:56,846.0678563343987
MOST,2025-01-08 06:11:49,845.8150650818261
LILACSAT-2,2025-01-08 07:04:53,845.7606516378892
IRIDIUM 170,2025-01-08 06:13:35,843.6194392244588
IRIDIUM 126,2025-01-08 06:56:34,843.4711735913428
ZIMSAT-2,2025-01-08 06:57:51,837.9330214430096
IRIDIUM 107,2025-01-08 08:32:46,834.4498178763426
AEROCUBE 7,2025-01-08 08:08:57,832.6572673776893
CARTOSAT-3,2025-01-08 08:56:57,831.6272503125715
2024-052B,2025-01-08 06:09:06,831.1783837182514
IRS-P6 (RESOURCESAT-1),2025-01-08 08:44:22,825.1608992930991
ORBCOMM FM32,2025-01-08 07:21:36,823.392721900901
GAOFEN-12 01,2025-01-08 06:48:35,823.2067277715187
SITRO-AIS 12 (SMIRENNIY),2025-01-08 08:42:38,822.9999217005382
IRIDIUM 168,2025-01-08 06:29:06,819.9752990424928
VRSS-2,2025-01-08 08:32:37,819.7413170348113
YUNHAI-1 01,2025-01-08 06:18:03,816.6774462942054
SUOMI-100,2025-01-08 08:49:56,814.7872446956467
SHIYAN 1 (SY-1),2025-01-08 07:41:28,814.702355552266
SSTL S1-4,2025-01-08 08:08:06,813.370090289856
SKYSAT-C12,2025-01-08 08:47:02,810.6998510088613
AAC-HSI-SAT1,2025-01-08 08:15:49,807.7301525951613
CORVUS BC4,2025-01-08 08:22:00,807.0051034479504
KINEIS-1B,2025-01-08 06:20:49,806.9758788208112
TIANPING 2A,2025-01-08 08:55:26,806.7605901406616
CENTISPACE-1 S1,2025-01-08 08:35:35,805.101863131136
HORS 3 (RS81S),2025-01-08 08:07:20,804.5764479333931
SHIYAN 19 (SY-19),2025-01-08 06:03:05,802.6606063433608
CHUANGXIN 1-02 (CX-1-02),2025-01-08 07:06:02,802.0810674195499
YUNHAI-2 01,2025-01-08 07:21:45,801.4436459485552
GAOFEN-3,2025-01-08 06:18:56,799.0654405362129
2024-052A,2025-01-08 06:27:30,798.7070444217685
Z-SAT,2025-01-08 08:53:44,797.3127303285098
SJ-11-06,2025-01-08 08:23:09,796.8348630581341
IRIDIUM 123,2025-01-08 06:47:24,794.6809756515396
SITRO-AIS 27,2025-01-08 08:05:36,791.5223477494781
IRIDIUM 132,2025-01-08 08:41:54,790.4562892344777
IRIDIUM 129,2025-01-08 08:51:03,788.1712459774467
IRIDIUM 180,2025-01-08 06:38:15,785.8320329868777
DMC3-FM2,2025-01-08 08:37:08,785.2653415401344
EUCROPIS,2025-01-08 08:50:23,784.3431713383657
ION SCV-010,2025-01-08 08:29:38,781.3240850429349
2024-199BE,2025-01-08 08:05:00,779.7933340331459
JILIN-1 GAOFEN 3D,2025-01-08 08:06:46,779.7888435503482
HYPERVIEW 1G (RS66S),2025-01-08 07:01:52,779.3292096352451
ION SCV-004,2025-01-08 08:58:29,778.1721412247057
COLIBRI-S (RS67S),2025-01-08 08:05:25,774.0687625330013
GAOFEN-12 03,2025-01-08 08:45:15,772.367732919223
ASRTU-1 (AO-123),2025-01-08 08:04:24,770.4973421271275
ITASAT,2025-01-08 08:43:04,769.4291090996825
2024-199N,2025-01-08 08:05:04,769.1012262485452
PREFIRE-2,2025-01-08 06:24:22,766.8140975987966
DMC3-FM3,2025-01-08 07:54:31,764.8952309178273
OPTOS,2025-01-08 08:31:53,764.8002130725165
COSMOS 2494 (SKRL-756 2),2025-01-08 06:11:38,759.9404555017888
SINOD-D 3,2025-01-08 08:58:45,758.7016922837817
TIANMU-1 11,2025-01-08 06:34:56,757.408504745071
JILIN-1 08,2025-01-08 06:52:29,756.6761995912241
2024-125C,2025-01-08 07:02:51,749.4323391880093
AEROCUBE 16B,2025-01-08 06:16:39,748.4866271140108
HAWK-8A,2025-01-08 06:44:57,746.391136353611
COSMOS 2523,2025-01-08 07:46:41,744.6665367294127
SITRO-AIS 16,2025-01-08 07:45:11,744.201119124168
ARIRANG-2 (KOMPSAT-2),2025-01-08 06:05:17,742.4118911606294
WEINA 2,2025-01-08 08:52:07,741.1304680476443
AEROCUBE 16A,2025-01-08 06:15:23,740.0527738333514
HAWK-8C,2025-01-08 06:44:36,739.9479846928131
RAISE 2,2025-01-08 07:44:22,739.4479617642112
GAOFEN-12 05,2025-01-08 06:21:24,738.6207341843052
NIGERIASAT-X,2025-01-08 06:03:13,738.3451062088672
SPACEMOBILE-001,2025-01-08 08:26:59,737.7590524704722
ALSAT 2A,2025-01-08 06:22:04,737.7505318624475
CHUANGXIN 1 (CX-1),2025-01-08 08:42:29,736.7705426298432
HAWK-8B,2025-01-08 06:45:14,736.3337524614655
SHIJIAN-6 01A (SJ-6 01A),2025-01-08 06:26:46,732.165131105408
SINOD-D 1,2025-01-08 08:11:11,730.5392110521028
CENTAURI-6,2025-01-08 06:29:55,728.9934745833415
SITRO-AIS 25,2025-01-08 07:11:16,726.1539725521196
ORBCOMM FM117,2025-01-08 06:30:10,726.1092246395717
LMRST-SAT,2025-01-08 08:35:38,725.0162980468627
SPACEMOBILE-005,2025-01-08 08:28:43,724.8919223824869
RCM-3,2025-01-08 06:22:02,724.0260340782211
L-SAR 01B,2025-01-08 06:20:34,722.6609262921842
2023-091P,2025-01-08 08:37:59,719.7905584939489
KAZEOSAT 2,2025-01-08 07:15:49,715.9357956021569
YAOGAN-37,2025-01-08 07:37:07,714.8275625026004
ZHUHAI-1 OVS-02,2025-01-08 08:38:05,714.3544896876539
SPAWAR-CAL-R,2025-01-08 08:28:55,713.9066284734362
PATHFINDER 1,2025-01-08 06:47:51,712.3041422992542
HELIOS 2A,2025-01-08 06:37:50,712.3017757737666
2024-105E,2025-01-08 06:28:34,711.3721675856552
ORBCOMM FM117,2025-01-08 08:13:44,711.3313956513291
ORBCOMM FM108,2025-01-08 07:20:02,708.4491197102612
FOX-1A (AO-85),2025-01-08 08:56:18,705.3956954457644
YAOGAN-32 A,2025-01-08 08:06:29,704.0656615172701
YAOGAN-32 B,2025-01-08 08:06:17,704.0152880692397
SMDC ONE 1.2,2025-01-08 07:38:30,695.5755473681282
SITRO-AIS 15,2025-01-08 07:40:23,690.4432751512682
SNUSAT-2,2025-01-08 08:49:49,688.2779446218863
YUNYAO-1 20,2025-01-08 08:50:45,685.6117766299704
KOSAR,2025-01-08 07:09:08,685.5002682403938
YAOGAN-21,2025-01-08 08:41:17,684.796176954829
2024-199AJ,2025-01-08 08:00:05,682.237501676452
NUSAT-3 (MILANESAT),2025-01-08 06:26:57,681.7947326308769
GEESAT-1 04,2025-01-08 08:03:01,675.7316460871659
GEESAT-1 01,2025-01-08 07:52:45,674.4054547288625
CAPELLA-14 (ACADIA-4),2025-01-08 06:37:07,674.1427563535202
MIRATA,2025-01-08 08:35:35,673.4448786519602
UMBRA-05,2025-01-08 08:48:34,672.6811099695586
GEESAT-1 08,2025-01-08 08:14:34,672.2548336362394
YAOGAN-30 01,2025-01-08 08:45:49,671.7657556281827
SITRO-AIS 21,2025-01-08 07:37:47,671.320944694429
YAOGAN-7,2025-01-08 08:12:32,670.6914786121969
GEESAT-1 03,2025-01-08 07:41:19,669.1507207529718
GEESAT-1 05,2025-01-08 08:26:37,667.1081221169031
LEMUR-2-OBA-NI-JESU,2025-01-08 06:16:38,666.920142872531
JILIN-1,2025-01-08 06:54:01,666.3778577899104
ZHUHAI-1 02 (CAS-4B),2025-01-08 07:33:06,665.2741471136588
HINODE (SOLAR-B),2025-01-08 06:35:50,664.2256002952515
PISAT,2025-01-08 06:33:47,664.1372619731727
SITRO-AIS 22,2025-01-08 07:37:02,664.1275818274273
GEESAT-1 07,2025-01-08 07:30:20,662.4448142942687
TIANMU-1 14,2025-01-08 07:23:39,660.8535445963989
GEESAT-1 02,2025-01-08 08:36:58,660.4186456071523
2024-199S,2025-01-08 07:10:43,660.2825660506063
ZHUHAI-1 01 (CAS-4A),2025-01-08 06:56:04,659.7346042987846
SWARM A,2025-01-08 08:36:00,659.7320193180892
SPAWAR-CAL-OR,2025-01-08 08:35:38,659.6840463403988
SITRO-AIS 14,2025-01-08 07:37:10,659.4629640116965
KUZGTU 1 (RS47S),2025-01-08 08:47:44,657.3058564856802
KINEIS-1D,2025-01-08 06:38:31,655.9945009158961
GOKTURK 2,2025-01-08 06:45:21,654.080519774434
HORS 4 (RS82S),2025-01-08 07:56:54,652.4161271343455
GEESAT-1 09,2025-01-08 07:19:31,651.547748137629
GEESAT-1 06,2025-01-08 08:48:42,649.4956072583703
ASTROCAST-0105,2025-01-08 08:28:43,647.9249725221614
SITRO-AIS 24,2025-01-08 07:35:01,646.7365154934573
KINEIS-1A,2025-01-08 06:49:58,646.7097419635239
SITRO-AIS 23,2025-01-08 07:33:52,637.7546349392358
SITRO-AIS 28,2025-01-08 07:53:01,634.3887028315008
SITRO-AIS 13,2025-01-08 07:33:54,633.0432975393155
GEESAT-1 06,2025-01-08 07:07:43,632.2154442234853
SDGSAT 1,2025-01-08 08:56:21,631.6203098398707
LEMUR-2-VALHALLA,2025-01-08 06:08:11,628.1644348249501
SITRO-AIS 48,2025-01-08 07:12:59,627.8084864969584
SHIYAN 11 (SY-11),2025-01-08 07:03:17,626.456889391721
YAOGAN-10,2025-01-08 06:49:01,624.2225493894703
DMC3-FM1,2025-01-08 08:05:11,621.5672183474059
CAPELLA-13 (ACADIA-3),2025-01-08 08:12:44,620.9526813820728
TEIKYOSAT-4 (OORURI),2025-01-08 08:00:56,620.1407035726018
GEESAT-1 03,2025-01-08 06:00:30,618.4556305713604
COSMO-SKYMED 3,2025-01-08 06:02:30,618.1474148088164
SCATSAT 1,2025-01-08 08:43:25,617.2741676746698
YAOGAN-3,2025-01-08 07:15:09,616.8116352890694
SITRO-AIS 46,2025-01-08 07:13:58,615.742674290385
2024-199K,2025-01-08 07:54:02,615.655399212492
TIANMU-1 08,2025-01-08 08:50:44,614.6770473162162
GEESAT-1 02,2025-01-08 06:55:59,614.1694889137187
TIANHUI 5D,2025-01-08 06:04:23,613.590298279635
ALTAIR (RS65S),2025-01-08 07:52:57,613.3204979810118
TIANHUI 5C,2025-01-08 06:04:20,613.2204715864987
HJ-2F,2025-01-08 06:15:27,611.7463573465566
SNUGLITE,2025-01-08 08:53:20,610.8768407786625
GEESAT-1 05,2025-01-08 06:45:40,609.6863861641291
SITRO-AIS 47,2025-01-08 07:14:37,608.4777805370937
JILIN-1 GAOFEN 3F,2025-01-08 08:08:01,608.325935540022
SITRO-AIS 20,2025-01-08 07:29:39,607.3424258623022
COSMOS 2503,2025-01-08 08:18:18,604.6701022061186
STARLING 1,2025-01-08 08:49:45,603.622998932629
2023-091J,2025-01-08 08:45:14,603.5045895130426
GEESAT-1 01,2025-01-08 06:11:53,602.8027951474453
O/OREOS (USA 219),2025-01-08 06:03:13,602.5359436105322
SNAP-3,2025-01-08 06:12:03,600.277688821097
SITRO-AIS 19,2025-01-08 07:27:35,598.6414320715296
GEESAT-1 08,2025-01-08 06:33:38,597.4260473095538
SITRO-AIS 18,2025-01-08 07:26:53,596.242315228012
GEESAT-1 04,2025-01-08 06:22:08,593.9213487975833
SITRO-AIS 17,2025-01-08 07:26:07,593.8276248404846
AISSAT 1,2025-01-08 07:54:24,591.6148002346675
SITRO-AIS 40,2025-01-08 07:16:11,590.5298186826094
2023-091F,2025-01-08 08:53:45,589.0563767133292
HORS 2,2025-01-08 08:58:43,587.7522636892826
2023-091E,2025-01-08 08:54:11,587.6906029145338
SWARM C,2025-01-08 08:35:52,586.791762634698
2023-091D,2025-01-08 08:54:02,586.5664865031057
STARLING 4,2025-01-08 08:50:29,585.9188968650247
ARCTICSAT 1 (RS74S),2025-01-08 07:17:12,585.6064170966772
STARLING 2,2025-01-08 08:51:07,583.6599077595758
JILIN-1 GAOFEN 3I,2025-01-08 08:55:03,583.6244648689046
STARLING 3,2025-01-08 08:51:47,580.119004169465
GRUS-1A,2025-01-08 08:27:39,579.493501446001
R5-S2,2025-01-08 06:15:07,573.6231971170857
SITRO-AIS 26,2025-01-08 07:27:09,570.5256323398007
RADFXSAT (FOX-1B),2025-01-08 07:46:38,568.4335365023097
SPACEMOBILE-003,2025-01-08 08:54:00,566.8064853644138
TIANPING 2C,2025-01-08 08:53:24,566.1270147969552
TECHEDSAT-11,2025-01-08 06:44:30,563.639717489247
VENUS,2025-01-08 08:54:11,563.6383282853328
SITRO-AIS 45,2025-01-08 07:19:03,561.1689447077574
SHIJIAN-6 02A (SJ-6 02A),2025-01-08 07:39:27,560.8298493194671
SJ-7,2025-01-08 06:07:20,558.4553605866193
LEMUR-2-CAEL,2025-01-08 06:02:36,558.397164552315
CUBEBEL 2 (EU11S),2025-01-08 08:56:07,556.8486545465217
CFOSAT,2025-01-08 06:08:41,555.7077783802944
2024-199AK,2025-01-08 07:20:25,555.0888643277476
DRUMS,2025-01-08 08:32:22,554.9422490371894
KOSEN-1,2025-01-08 08:41:40,554.1622668219777
2024-199AU,2025-01-08 07:47:12,551.8603462680425
ELECTRON KICK STAGE R/B,2025-01-08 07:06:33,549.0841963352727
2024-199AS,2025-01-08 07:46:43,547.587015475668
R5-S4,2025-01-08 06:42:13,544.9166921622748
2024-199AM,2025-01-08 07:52:43,543.3173556044355
2023-091R,2025-01-08 08:55:15,543.1503721577378
VIZARD-ION (RS68S),2025-01-08 07:47:08,542.7157514328537
2024-105C,2025-01-08 06:06:32,537.3502736612483
SIT-2086,2025-01-08 07:22:30,534.8681888706642
TUSUR GO (RS78S),2025-01-08 07:22:37,529.3261812265678
SITRO-AIS 39,2025-01-08 07:23:18,524.8203242861507
2024-199L,2025-01-08 07:44:50,524.1982232643203
JILIN-1 03,2025-01-08 06:26:27,523.3202511845686
CATSAT,2025-01-08 06:29:03,522.6244335176216
HIBARI,2025-01-08 08:37:23,522.558313936927
TIANMU-1 12,2025-01-08 07:00:03,517.5937142316396
TYVAK-0172,2025-01-08 06:24:01,513.6157113867001
JILIN-1 07,2025-01-08 07:16:08,511.2818945703731
GAOFEN-9 05,2025-01-08 08:44:59,511.0301588854999
SITRO-AIS 37,2025-01-08 07:25:20,510.968111091758
JILIN-1 GAOFEN 3E,2025-01-08 08:25:55,509.37366534390526
ICEYE-X5,2025-01-08 06:00:56,508.02524296179126
2023-193B,2025-01-08 06:41:57,505.83994365605105
SHIYAN 6 01 (SY-6 01),2025-01-08 06:20:46,503.65986321542135
ASTROCAST-0104,2025-01-08 08:56:56,500.4815978618043
HAWK-2B,2025-01-08 08:40:57,500.2246190322474
HAWK-2A,2025-01-08 08:40:39,499.9200760078208
HAWK-2C,2025-01-08 08:40:29,498.9329735014493
SIT-HSE,2025-01-08 07:28:09,497.92728981529837
SITRO-AIS 38,2025-01-08 07:27:50,497.86301111377355
2024-125A,2025-01-08 06:36:35,497.65177319381456
ION SCV-002,2025-01-08 06:07:57,492.54554011191493
RTU MIREA 1 (RS51S),2025-01-08 07:29:07,492.49527634528147
2024-199AC,2025-01-08 07:38:30,490.2173784251003
HORIZON (RS59S),2025-01-08 07:30:58,486.8044051912797
SAMSAT-IONOSPHERE (RS7*),2025-01-08 07:31:39,485.93884964634236
TIANZHI 1,2025-01-08 06:54:47,484.7016174289034
JILIN-1 GAOFEN 3H,2025-01-08 08:35:42,484.48977607104433
SITRO-AIS 42,2025-01-08 07:32:27,484.3529725526565
SITRO-AIS 44,2025-01-08 07:35:56,483.8544656985773
SITRO-AIS 43,2025-01-08 07:33:30,483.2538886370156
SITRO-AIS 41,2025-01-08 07:34:23,483.1253464467273
JILIN-1 GAOFEN 3J,2025-01-08 08:38:48,478.0141662589785
SKYSAT-C4,2025-01-08 08:12:27,470.28946797931957
TIANHUI 4A,2025-01-08 06:35:07,466.58464222685865
TIANHUI 4B,2025-01-08 06:35:30,466.1095513242579
SKYSAT-C13,2025-01-08 08:41:22,464.3467797891171
INSPIRESAT-1,2025-01-08 07:04:52,462.9844108192278
JILIN-1 GAOFEN 3C,2025-01-08 08:31:11,462.12620141269707
JILIN-1 GAOFEN 3G,2025-01-08 08:37:51,458.46555983952516
KAIDUN 1,2025-01-08 07:12:50,440.94808018407593
BIROS,2025-01-08 07:16:06,424.69247417579294
FENGYUN 3G,2025-01-08 08:14:37,423.60597796826073
SONATE,2025-01-08 06:03:30,415.2055955457145
SHIYAN 14 (SY-14),2025-01-08 07:28:21,395.742763957076
CE-SAT-I,2025-01-08 06:53:50,381.2806126085281
GLOBAL-20,2025-01-08 08:14:10,369.0521364492497
SHIYAN 16A,2025-01-08 07:54:20,368.2683800043379
XW-2C,2025-01-08 07:28:45,337.97295305626864
